instant,season_x,year_x,month_x,holiday_x,weekday_x,workingday_x,weather_x,casual_x,registered_x,count_x,status,season_y,year_y,month_y,hour,holiday_y,weekday_y,workingday_y,weather_y,casual_y,registered_y,count_y,count_group
186,Fall,2011,Jul,0,Tuesday,1,Clear,1031,3634,4665,Non Active,Spring,2011,Jan,0,0,Sunday,0,Clear,1,24,25,registered
187,Fall,2011,Jul,0,Wednesday,1,Clear,784,3845,4629,Non Active,Spring,2011,Jan,1,0,Sunday,0,Clear,0,12,12,registered
188,Fall,2011,Jul,0,Thursday,1,Clear,754,3838,4592,Non Active,Spring,2011,Jan,2,0,Sunday,0,Clear,0,11,11,registered
189,Fall,2011,Jul,0,Friday,1,Misty,692,3348,4040,Non Active,Spring,2011,Jan,3,0,Sunday,0,Clear,0,4,4,registered
190,Fall,2011,Jul,0,Saturday,0,Clear,1988,3348,5336,Non Active,Spring,2011,Jan,4,0,Sunday,0,Clear,0,1,1,registered
191,Fall,2011,Jul,0,Sunday,0,Clear,1743,3138,4881,Non Active,Spring,2011,Jan,5,0,Sunday,0,Clear,0,1,1,registered
192,Fall,2011,Jul,0,Monday,1,Clear,723,3363,4086,Non Active,Spring,2011,Jan,6,0,Sunday,0,Clear,0,1,1,registered
193,Fall,2011,Jul,0,Tuesday,1,Clear,662,3596,4258,Non Active,Spring,2011,Jan,7,0,Sunday,0,Clear,1,5,6,registered
194,Fall,2011,Jul,0,Wednesday,1,Clear,748,3594,4342,Non Active,Spring,2011,Jan,8,0,Sunday,0,Clear,0,10,10,registered
195,Fall,2011,Jul,0,Thursday,1,Clear,888,4196,5084,Non Active,Spring,2011,Jan,9,0,Sunday,0,Clear,0,19,19,registered
196,Fall,2011,Jul,0,Friday,1,Clear,1318,4220,5538,Non Active,Spring,2011,Jan,10,0,Sunday,0,Clear,0,49,49,registered
197,Fall,2011,Jul,0,Saturday,0,Clear,2418,3505,5923,Non Active,Spring,2011,Jan,11,0,Sunday,0,Clear,2,47,49,registered
198,Fall,2011,Jul,0,Sunday,0,Clear,2006,3296,5302,Non Active,Spring,2011,Jan,12,0,Sunday,0,Clear,4,79,83,registered
199,Fall,2011,Jul,0,Monday,1,Clear,841,3617,4458,Non Active,Spring,2011,Jan,13,0,Sunday,0,Clear,6,69,75,registered
200,Fall,2011,Jul,0,Tuesday,1,Clear,752,3789,4541,Non Active,Spring,2011,Jan,14,0,Sunday,0,Clear,8,64,72,registered
201,Fall,2011,Jul,0,Wednesday,1,Clear,644,3688,4332,Non Active,Spring,2011,Jan,15,0,Sunday,0,Clear,5,77,82,registered
202,Fall,2011,Jul,0,Thursday,1,Misty,632,3152,3784,Non Active,Spring,2011,Jan,16,0,Sunday,0,Clear,13,79,92,registered
203,Fall,2011,Jul,0,Friday,1,Clear,562,2825,3387,Non Active,Spring,2011,Jan,17,0,Sunday,0,Clear,3,59,62,registered
204,Fall,2011,Jul,0,Saturday,0,Clear,987,2298,3285,Non Active,Spring,2011,Jan,18,0,Sunday,0,Clear,4,44,48,registered
205,Fall,2011,Jul,0,Sunday,0,Clear,1050,2556,3606,Non Active,Spring,2011,Jan,19,0,Sunday,0,Clear,1,40,41,registered
206,Fall,2011,Jul,0,Monday,1,Clear,568,3272,3840,Non Active,Spring,2011,Jan,20,0,Sunday,0,Clear,0,38,38,registered
207,Fall,2011,Jul,0,Tuesday,1,Clear,750,3840,4590,Non Active,Spring,2011,Jan,21,0,Sunday,0,Clear,1,19,20,registered
208,Fall,2011,Jul,0,Wednesday,1,Clear,755,3901,4656,Non Active,Spring,2011,Jan,22,0,Sunday,0,Clear,5,10,15,registered
209,Fall,2011,Jul,0,Thursday,1,Clear,606,3784,4390,Non Active,Spring,2011,Jan,23,0,Sunday,0,Clear,0,6,6,registered
210,Fall,2011,Jul,0,Friday,1,Clear,670,3176,3846,Non Active,Spring,2011,Jan,0,0,Monday,1,Clear,2,3,5,registered
211,Fall,2011,Jul,0,Saturday,0,Clear,1559,2916,4475,Non Active,Spring,2011,Jan,1,0,Monday,1,Clear,1,0,1,registered
212,Fall,2011,Jul,0,Sunday,0,Clear,1524,2778,4302,Non Active,Spring,2011,Jan,2,0,Monday,1,Clear,0,3,3,registered
213,Fall,2011,Aug,0,Monday,1,Clear,729,3537,4266,Non Active,Spring,2011,Jan,3,0,Monday,1,Clear,0,1,1,registered
214,Fall,2011,Aug,0,Tuesday,1,Clear,801,4044,4845,Non Active,Spring,2011,Jan,4,0,Monday,1,Clear,1,2,3,registered
215,Fall,2011,Aug,0,Wednesday,1,Misty,467,3107,3574,Non Active,Spring,2011,Jan,5,0,Monday,1,Clear,0,3,3,registered
216,Fall,2011,Aug,0,Thursday,1,Misty,799,3777,4576,Non Active,Spring,2011,Jan,6,0,Monday,1,Clear,0,31,31,registered
217,Fall,2011,Aug,0,Friday,1,Clear,1023,3843,4866,Non Active,Spring,2011,Jan,7,0,Monday,1,Clear,2,75,77,registered
218,Fall,2011,Aug,0,Saturday,0,Misty,1521,2773,4294,Non Active,Spring,2011,Jan,8,0,Monday,1,Misty,4,184,188,registered
219,Fall,2011,Aug,0,Sunday,0,Clear,1298,2487,3785,Non Active,Spring,2011,Jan,9,0,Monday,1,Misty,2,92,94,registered
220,Fall,2011,Aug,0,Monday,1,Clear,846,3480,4326,Non Active,Spring,2011,Jan,10,0,Monday,1,Misty,0,31,31,registered
221,Fall,2011,Aug,0,Tuesday,1,Clear,907,3695,4602,Non Active,Spring,2011,Jan,11,0,Monday,1,Misty,2,28,30,registered
222,Fall,2011,Aug,0,Wednesday,1,Clear,884,3896,4780,Non Active,Spring,2011,Jan,12,0,Monday,1,Misty,5,47,52,registered
223,Fall,2011,Aug,0,Thursday,1,Clear,812,3980,4792,Non Active,Spring,2011,Jan,13,0,Monday,1,Misty,4,50,54,registered
224,Fall,2011,Aug,0,Friday,1,Clear,1051,3854,4905,Non Active,Spring,2011,Jan,14,0,Monday,1,Misty,0,47,47,registered
225,Fall,2011,Aug,0,Saturday,0,Misty,1504,2646,4150,Non Active,Spring,2011,Jan,15,0,Monday,1,Misty,2,43,45,registered
226,Fall,2011,Aug,0,Sunday,0,Misty,1338,2482,3820,Non Active,Spring,2011,Jan,16,0,Monday,1,Clear,4,70,74,registered
227,Fall,2011,Aug,0,Monday,1,Clear,775,3563,4338,Non Active,Spring,2011,Jan,17,0,Monday,1,Clear,4,174,178,registered
228,Fall,2011,Aug,0,Tuesday,1,Clear,721,4004,4725,Non Active,Spring,2011,Jan,18,0,Monday,1,Clear,1,154,155,registered
229,Fall,2011,Aug,0,Wednesday,1,Clear,668,4026,4694,Non Active,Spring,2011,Jan,19,0,Monday,1,Clear,3,92,95,registered
230,Fall,2011,Aug,0,Thursday,1,Clear,639,3166,3805,Non Active,Spring,2011,Jan,20,0,Monday,1,Clear,1,73,74,registered
231,Fall,2011,Aug,0,Friday,1,Misty,797,3356,4153,Non Active,Spring,2011,Jan,21,0,Monday,1,Clear,1,37,38,registered
232,Fall,2011,Aug,0,Saturday,0,Clear,1914,3277,5191,Non Active,Spring,2011,Jan,22,0,Monday,1,Clear,2,22,24,registered
233,Fall,2011,Aug,0,Sunday,0,Clear,1249,2624,3873,Non Active,Spring,2011,Jan,23,0,Monday,1,Clear,0,18,18,registered
234,Fall,2011,Aug,0,Monday,1,Clear,833,3925,4758,Non Active,Spring,2011,Jan,0,0,Tuesday,1,Clear,2,10,12,registered
235,Fall,2011,Aug,0,Tuesday,1,Clear,1281,4614,5895,Non Active,Spring,2011,Jan,1,0,Tuesday,1,Clear,0,3,3,registered
236,Fall,2011,Aug,0,Wednesday,1,Clear,949,4181,5130,Non Active,Spring,2011,Jan,2,0,Tuesday,1,Misty,0,3,3,registered
237,Fall,2011,Aug,0,Thursday,1,Misty,435,3107,3542,Non Active,Spring,2011,Jan,5,0,Tuesday,1,Misty,0,6,6,registered
238,Fall,2011,Aug,0,Friday,1,Clear,768,3893,4661,Non Active,Spring,2011,Jan,6,0,Tuesday,1,Misty,0,27,27,registered
239,Fall,2011,Aug,0,Saturday,0,Misty,226,889,1115,Non Active,Spring,2011,Jan,7,0,Tuesday,1,Misty,2,97,99,registered
240,Fall,2011,Aug,0,Sunday,0,Clear,1415,2919,4334,Non Active,Spring,2011,Jan,8,0,Tuesday,1,Misty,3,214,217,registered
241,Fall,2011,Aug,0,Monday,1,Clear,729,3905,4634,Non Active,Spring,2011,Jan,9,0,Tuesday,1,Misty,3,127,130,registered
242,Fall,2011,Aug,0,Tuesday,1,Clear,775,4429,5204,Non Active,Spring,2011,Jan,10,0,Tuesday,1,Misty,3,51,54,registered
243,Fall,2011,Aug,0,Wednesday,1,Clear,688,4370,5058,Non Active,Spring,2011,Jan,11,0,Tuesday,1,Misty,4,31,35,registered
244,Fall,2011,Sep,0,Thursday,1,Clear,783,4332,5115,Non Active,Spring,2011,Jan,12,0,Tuesday,1,Misty,2,55,57,registered
245,Fall,2011,Sep,0,Friday,1,Misty,875,3852,4727,Non Active,Spring,2011,Jan,13,0,Tuesday,1,Misty,6,46,52,registered
246,Fall,2011,Sep,0,Saturday,0,Clear,1935,2549,4484,Non Active,Spring,2011,Jan,14,0,Tuesday,1,Misty,3,60,63,registered
247,Fall,2011,Sep,0,Sunday,0,Clear,2521,2419,4940,Non Active,Spring,2011,Jan,15,0,Tuesday,1,Misty,2,45,47,registered
248,Fall,2011,Sep,1,Monday,0,Misty,1236,2115,3351,Non Active,Spring,2011,Jan,16,0,Tuesday,1,Misty,4,72,76,registered
249,Fall,2011,Sep,0,Tuesday,1,Light_RainSnow,204,2506,2710,Non Active,Spring,2011,Jan,17,0,Tuesday,1,Misty,6,130,136,registered
250,Fall,2011,Sep,0,Wednesday,1,Light_RainSnow,118,1878,1996,Non Active,Spring,2011,Jan,18,0,Tuesday,1,Light_RainSnow,1,94,95,registered
251,Fall,2011,Sep,0,Thursday,1,Light_RainSnow,153,1689,1842,Non Active,Spring,2011,Jan,19,0,Tuesday,1,Light_RainSnow,0,51,51,registered
252,Fall,2011,Sep,0,Friday,1,Misty,417,3127,3544,Non Active,Spring,2011,Jan,20,0,Tuesday,1,Light_RainSnow,0,32,32,registered
253,Fall,2011,Sep,0,Saturday,0,Clear,1750,3595,5345,Non Active,Spring,2011,Jan,21,0,Tuesday,1,Light_RainSnow,0,20,20,registered
254,Fall,2011,Sep,0,Sunday,0,Clear,1633,3413,5046,Non Active,Spring,2011,Jan,22,0,Tuesday,1,Light_RainSnow,1,28,29,registered
255,Fall,2011,Sep,0,Monday,1,Clear,690,4023,4713,Non Active,Spring,2011,Jan,23,0,Tuesday,1,Light_RainSnow,1,18,19,registered
256,Fall,2011,Sep,0,Tuesday,1,Clear,701,4062,4763,Non Active,Spring,2011,Jan,0,0,Wednesday,1,Misty,0,7,7,registered
257,Fall,2011,Sep,0,Wednesday,1,Clear,647,4138,4785,Non Active,Spring,2011,Jan,1,0,Wednesday,1,Misty,0,6,6,registered
258,Fall,2011,Sep,0,Thursday,1,Misty,428,3231,3659,Non Active,Spring,2011,Jan,2,0,Wednesday,1,Clear,0,1,1,registered
259,Fall,2011,Sep,0,Friday,1,Misty,742,4018,4760,Non Active,Spring,2011,Jan,5,0,Wednesday,1,Clear,0,5,5,registered
260,Fall,2011,Sep,0,Saturday,0,Misty,1434,3077,4511,Non Active,Spring,2011,Jan,6,0,Wednesday,1,Clear,0,16,16,registered
261,Fall,2011,Sep,0,Sunday,0,Clear,1353,2921,4274,Non Active,Spring,2011,Jan,7,0,Wednesday,1,Clear,0,54,54,registered
262,Fall,2011,Sep,0,Monday,1,Misty,691,3848,4539,Non Active,Spring,2011,Jan,8,0,Wednesday,1,Clear,3,125,128,registered
263,Fall,2011,Sep,0,Tuesday,1,Misty,438,3203,3641,Non Active,Spring,2011,Jan,9,0,Wednesday,1,Clear,3,78,81,registered
264,Fall,2011,Sep,0,Wednesday,1,Misty,539,3813,4352,Non Active,Spring,2011,Jan,10,0,Wednesday,1,Clear,0,39,39,registered
265,Fall,2011,Sep,0,Thursday,1,Misty,555,4240,4795,Non Active,Spring,2011,Jan,11,0,Wednesday,1,Clear,3,32,35,registered
266,Winter,2011,Sep,0,Friday,1,Misty,258,2137,2395,Non Active,Spring,2011,Jan,12,0,Wednesday,1,Clear,3,52,55,registered
267,Winter,2011,Sep,0,Saturday,0,Misty,1776,3647,5423,Non Active,Spring,2011,Jan,13,0,Wednesday,1,Clear,0,49,49,registered
268,Winter,2011,Sep,0,Sunday,0,Misty,1544,3466,5010,Non Active,Spring,2011,Jan,14,0,Wednesday,1,Clear,0,44,44,registered
269,Winter,2011,Sep,0,Monday,1,Misty,684,3946,4630,Non Active,Spring,2011,Jan,15,0,Wednesday,1,Clear,1,48,49,registered
270,Winter,2011,Sep,0,Tuesday,1,Misty,477,3643,4120,Non Active,Spring,2011,Jan,16,0,Wednesday,1,Clear,5,63,68,registered
271,Winter,2011,Sep,0,Wednesday,1,Misty,480,3427,3907,Non Active,Spring,2011,Jan,17,0,Wednesday,1,Clear,0,139,139,registered
272,Winter,2011,Sep,0,Thursday,1,Clear,653,4186,4839,Non Active,Spring,2011,Jan,18,0,Wednesday,1,Clear,2,135,137,registered
273,Winter,2011,Sep,0,Friday,1,Clear,830,4372,5202,Non Active,Spring,2011,Jan,19,0,Wednesday,1,Clear,1,82,83,registered
274,Winter,2011,Oct,0,Saturday,0,Misty,480,1949,2429,Non Active,Spring,2011,Jan,20,0,Wednesday,1,Clear,2,54,56,registered
275,Winter,2011,Oct,0,Sunday,0,Misty,616,2302,2918,Non Active,Spring,2011,Jan,21,0,Wednesday,1,Clear,0,57,57,registered
276,Winter,2011,Oct,0,Monday,1,Misty,330,3240,3570,Non Active,Spring,2011,Jan,22,0,Wednesday,1,Clear,1,32,33,registered
277,Winter,2011,Oct,0,Tuesday,1,Clear,486,3970,4456,Non Active,Spring,2011,Jan,23,0,Wednesday,1,Clear,1,19,20,registered
278,Winter,2011,Oct,0,Wednesday,1,Clear,559,4267,4826,Non Active,Spring,2011,Jan,0,0,Thursday,1,Clear,1,6,7,registered
279,Winter,2011,Oct,0,Thursday,1,Clear,639,4126,4765,Non Active,Spring,2011,Jan,1,0,Thursday,1,Clear,0,2,2,registered
280,Winter,2011,Oct,0,Friday,1,Clear,949,4036,4985,Non Active,Spring,2011,Jan,2,0,Thursday,1,Clear,0,2,2,registered
281,Winter,2011,Oct,0,Saturday,0,Clear,2235,3174,5409,Non Active,Spring,2011,Jan,3,0,Thursday,1,Clear,0,3,3,registered
282,Winter,2011,Oct,0,Sunday,0,Clear,2397,3114,5511,Non Active,Spring,2011,Jan,4,0,Thursday,1,Clear,0,4,4,registered
283,Winter,2011,Oct,1,Monday,0,Clear,1514,3603,5117,Non Active,Spring,2011,Jan,5,0,Thursday,1,Clear,0,3,3,registered
284,Winter,2011,Oct,0,Tuesday,1,Misty,667,3896,4563,Non Active,Spring,2011,Jan,6,0,Thursday,1,Clear,0,28,28,registered
285,Winter,2011,Oct,0,Wednesday,1,Light_RainSnow,217,2199,2416,Non Active,Spring,2011,Jan,7,0,Thursday,1,Clear,0,72,72,registered
286,Winter,2011,Oct,0,Thursday,1,Misty,290,2623,2913,Non Active,Spring,2011,Jan,8,0,Thursday,1,Clear,5,197,202,registered
287,Winter,2011,Oct,0,Friday,1,Misty,529,3115,3644,Non Active,Spring,2011,Jan,9,0,Thursday,1,Clear,2,137,139,registered
288,Winter,2011,Oct,0,Saturday,0,Clear,1899,3318,5217,Non Active,Spring,2011,Jan,10,0,Thursday,1,Misty,2,36,38,registered
289,Winter,2011,Oct,0,Sunday,0,Clear,1748,3293,5041,Non Active,Spring,2011,Jan,11,0,Thursday,1,Misty,4,33,37,registered
290,Winter,2011,Oct,0,Monday,1,Clear,713,3857,4570,Non Active,Spring,2011,Jan,12,0,Thursday,1,Clear,3,49,52,registered
291,Winter,2011,Oct,0,Tuesday,1,Misty,637,4111,4748,Non Active,Spring,2011,Jan,13,0,Thursday,1,Clear,2,81,83,registered
292,Winter,2011,Oct,0,Wednesday,1,Light_RainSnow,254,2170,2424,Non Active,Spring,2011,Jan,14,0,Thursday,1,Clear,3,39,42,registered
293,Winter,2011,Oct,0,Thursday,1,Clear,471,3724,4195,Non Active,Spring,2011,Jan,15,0,Thursday,1,Clear,5,55,60,registered
294,Winter,2011,Oct,0,Friday,1,Clear,676,3628,4304,Non Active,Spring,2011,Jan,16,0,Thursday,1,Clear,2,76,78,registered
295,Winter,2011,Oct,0,Saturday,0,Clear,1499,2809,4308,Non Active,Spring,2011,Jan,17,0,Thursday,1,Clear,4,158,162,registered
296,Winter,2011,Oct,0,Sunday,0,Clear,1619,2762,4381,Non Active,Spring,2011,Jan,18,0,Thursday,1,Clear,3,141,144,registered
297,Winter,2011,Oct,0,Monday,1,Clear,699,3488,4187,Non Active,Spring,2011,Jan,19,0,Thursday,1,Clear,1,98,99,registered
298,Winter,2011,Oct,0,Tuesday,1,Clear,695,3992,4687,Non Active,Spring,2011,Jan,20,0,Thursday,1,Clear,0,64,64,registered
299,Winter,2011,Oct,0,Wednesday,1,Misty,404,3490,3894,Non Active,Spring,2011,Jan,21,0,Thursday,1,Clear,0,40,40,registered
300,Winter,2011,Oct,0,Thursday,1,Misty,240,2419,2659,Non Active,Spring,2011,Jan,22,0,Thursday,1,Clear,0,30,30,registered
301,Winter,2011,Oct,0,Friday,1,Misty,456,3291,3747,Non Active,Spring,2011,Jan,23,0,Thursday,1,Clear,1,14,15,registered
302,Winter,2011,Oct,0,Saturday,0,Light_RainSnow,57,570,627,Non Active,Spring,2011,Jan,0,0,Friday,1,Clear,0,14,14,registered
303,Winter,2011,Oct,0,Sunday,0,Clear,885,2446,3331,Non Active,Spring,2011,Jan,1,0,Friday,1,Clear,0,5,5,registered
304,Winter,2011,Oct,0,Monday,1,Clear,362,3307,3669,Non Active,Spring,2011,Jan,2,0,Friday,1,Clear,0,1,1,registered
305,Winter,2011,Nov,0,Tuesday,1,Clear,410,3658,4068,Non Active,Spring,2011,Jan,3,0,Friday,1,Clear,0,1,1,registered
306,Winter,2011,Nov,0,Wednesday,1,Clear,370,3816,4186,Non Active,Spring,2011,Jan,5,0,Friday,1,Clear,0,8,8,registered
307,Winter,2011,Nov,0,Thursday,1,Clear,318,3656,3974,Non Active,Spring,2011,Jan,6,0,Friday,1,Clear,0,17,17,registered
308,Winter,2011,Nov,0,Friday,1,Misty,470,3576,4046,Non Active,Spring,2011,Jan,7,0,Friday,1,Clear,0,70,70,registered
309,Winter,2011,Nov,0,Saturday,0,Clear,1156,2770,3926,Non Active,Spring,2011,Jan,8,0,Friday,1,Clear,2,156,158,registered
310,Winter,2011,Nov,0,Sunday,0,Clear,952,2697,3649,Non Active,Spring,2011,Jan,9,0,Friday,1,Clear,0,117,117,registered
311,Winter,2011,Nov,0,Monday,1,Clear,373,3662,4035,Non Active,Spring,2011,Jan,10,0,Friday,1,Clear,4,40,44,registered
312,Winter,2011,Nov,0,Tuesday,1,Clear,376,3829,4205,Non Active,Spring,2011,Jan,11,0,Friday,1,Clear,6,47,53,registered
313,Winter,2011,Nov,0,Wednesday,1,Clear,305,3804,4109,Non Active,Spring,2011,Jan,12,0,Friday,1,Clear,2,59,61,registered
314,Winter,2011,Nov,0,Thursday,1,Misty,190,2743,2933,Non Active,Spring,2011,Jan,13,0,Friday,1,Clear,4,73,77,registered
315,Winter,2011,Nov,1,Friday,0,Clear,440,2928,3368,Non Active,Spring,2011,Jan,14,0,Friday,1,Clear,5,59,64,registered
316,Winter,2011,Nov,0,Saturday,0,Clear,1275,2792,4067,Non Active,Spring,2011,Jan,15,0,Friday,1,Clear,9,59,68,registered
317,Winter,2011,Nov,0,Sunday,0,Clear,1004,2713,3717,Non Active,Spring,2011,Jan,16,0,Friday,1,Clear,3,87,90,registered
318,Winter,2011,Nov,0,Monday,1,Clear,595,3891,4486,Non Active,Spring,2011,Jan,17,0,Friday,1,Clear,4,155,159,registered
319,Winter,2011,Nov,0,Tuesday,1,Misty,449,3746,4195,Non Active,Spring,2011,Jan,18,0,Friday,1,Clear,5,134,139,registered
320,Winter,2011,Nov,0,Wednesday,1,Light_RainSnow,145,1672,1817,Non Active,Spring,2011,Jan,19,0,Friday,1,Clear,3,89,92,registered
321,Winter,2011,Nov,0,Thursday,1,Misty,139,2914,3053,Non Active,Spring,2011,Jan,20,0,Friday,1,Clear,0,68,68,registered
322,Winter,2011,Nov,0,Friday,1,Clear,245,3147,3392,Non Active,Spring,2011,Jan,21,0,Friday,1,Clear,4,48,52,registered
323,Winter,2011,Nov,0,Saturday,0,Clear,943,2720,3663,Non Active,Spring,2011,Jan,22,0,Friday,1,Misty,2,34,36,registered
324,Winter,2011,Nov,0,Sunday,0,Misty,787,2733,3520,Non Active,Spring,2011,Jan,23,0,Friday,1,Misty,1,26,27,registered
325,Winter,2011,Nov,0,Monday,1,Light_RainSnow,220,2545,2765,Non Active,Spring,2011,Jan,0,0,Saturday,0,Clear,3,25,28,registered
326,Winter,2011,Nov,0,Tuesday,1,Light_RainSnow,69,1538,1607,Non Active,Spring,2011,Jan,1,0,Saturday,0,Misty,2,18,20,registered
327,Winter,2011,Nov,0,Wednesday,1,Misty,112,2454,2566,Non Active,Spring,2011,Jan,2,0,Saturday,0,Misty,0,12,12,registered
328,Winter,2011,Nov,1,Thursday,0,Clear,560,935,1495,Non Active,Spring,2011,Jan,3,0,Saturday,0,Misty,1,7,8,registered
329,Winter,2011,Nov,0,Friday,1,Clear,1095,1697,2792,Non Active,Spring,2011,Jan,4,0,Saturday,0,Misty,0,5,5,registered
330,Winter,2011,Nov,0,Saturday,0,Clear,1249,1819,3068,Non Active,Spring,2011,Jan,5,0,Saturday,0,Clear,0,1,1,registered
331,Winter,2011,Nov,0,Sunday,0,Clear,810,2261,3071,Non Active,Spring,2011,Jan,6,0,Saturday,0,Clear,1,2,3,registered
332,Winter,2011,Nov,0,Monday,1,Clear,253,3614,3867,Non Active,Spring,2011,Jan,7,0,Saturday,0,Clear,1,9,10,registered
333,Winter,2011,Nov,0,Tuesday,1,Misty,96,2818,2914,Non Active,Spring,2011,Jan,8,0,Saturday,0,Clear,1,22,23,registered
334,Winter,2011,Nov,0,Wednesday,1,Clear,188,3425,3613,Non Active,Spring,2011,Jan,9,0,Saturday,0,Clear,2,31,33,registered
335,Winter,2011,Des,0,Thursday,1,Clear,182,3545,3727,Non Active,Spring,2011,Jan,10,0,Saturday,0,Clear,2,57,59,registered
336,Winter,2011,Des,0,Friday,1,Clear,268,3672,3940,Non Active,Spring,2011,Jan,11,0,Saturday,0,Clear,18,54,72,registered
337,Winter,2011,Des,0,Saturday,0,Clear,706,2908,3614,Non Active,Spring,2011,Jan,12,0,Saturday,0,Clear,15,74,89,registered
338,Winter,2011,Des,0,Sunday,0,Clear,634,2851,3485,Non Active,Spring,2011,Jan,13,0,Saturday,0,Clear,21,80,101,registered
339,Winter,2011,Des,0,Monday,1,Misty,233,3578,3811,Non Active,Spring,2011,Jan,14,0,Saturday,0,Clear,26,92,118,registered
340,Winter,2011,Des,0,Tuesday,1,Light_RainSnow,126,2468,2594,Non Active,Spring,2011,Jan,15,0,Saturday,0,Misty,21,108,129,registered
341,Winter,2011,Des,0,Wednesday,1,Light_RainSnow,50,655,705,Non Active,Spring,2011,Jan,16,0,Saturday,0,Misty,33,95,128,registered
342,Winter,2011,Des,0,Thursday,1,Clear,150,3172,3322,Non Active,Spring,2011,Jan,17,0,Saturday,0,Misty,29,54,83,registered
343,Winter,2011,Des,0,Friday,1,Clear,261,3359,3620,Non Active,Spring,2011,Jan,18,0,Saturday,0,Misty,15,69,84,registered
344,Winter,2011,Des,0,Saturday,0,Clear,502,2688,3190,Non Active,Spring,2011,Jan,19,0,Saturday,0,Misty,14,60,74,registered
345,Winter,2011,Des,0,Sunday,0,Clear,377,2366,2743,Non Active,Spring,2011,Jan,20,0,Saturday,0,Misty,6,35,41,registered
346,Winter,2011,Des,0,Monday,1,Clear,143,3167,3310,Non Active,Spring,2011,Jan,21,0,Saturday,0,Misty,6,51,57,registered
347,Winter,2011,Des,0,Tuesday,1,Clear,155,3368,3523,Non Active,Spring,2011,Jan,22,0,Saturday,0,Misty,0,26,26,registered
348,Winter,2011,Des,0,Wednesday,1,Misty,178,3562,3740,Non Active,Spring,2011,Jan,23,0,Saturday,0,Clear,5,39,44,registered
349,Winter,2011,Des,0,Thursday,1,Misty,181,3528,3709,Non Active,Spring,2011,Jan,0,0,Sunday,0,Clear,6,33,39,registered
350,Winter,2011,Des,0,Friday,1,Misty,178,3399,3577,Non Active,Spring,2011,Jan,1,0,Sunday,0,Clear,4,19,23,registered
351,Winter,2011,Des,0,Saturday,0,Misty,275,2464,2739,Non Active,Spring,2011,Jan,2,0,Sunday,0,Clear,3,13,16,registered
352,Winter,2011,Des,0,Sunday,0,Clear,220,2211,2431,Non Active,Spring,2011,Jan,3,0,Sunday,0,Clear,9,6,15,registered
353,Winter,2011,Des,0,Monday,1,Clear,260,3143,3403,Non Active,Spring,2011,Jan,4,0,Sunday,0,Clear,0,1,1,registered
354,Winter,2011,Des,0,Tuesday,1,Misty,216,3534,3750,Non Active,Spring,2011,Jan,5,0,Sunday,0,Misty,1,1,2,registered
355,Spring,2011,Des,0,Wednesday,1,Misty,107,2553,2660,Non Active,Spring,2011,Jan,6,0,Sunday,0,Misty,0,1,1,registered
356,Spring,2011,Des,0,Thursday,1,Misty,227,2841,3068,Non Active,Spring,2011,Jan,7,0,Sunday,0,Misty,0,3,3,registered
357,Spring,2011,Des,0,Friday,1,Clear,163,2046,2209,Non Active,Spring,2011,Jan,8,0,Sunday,0,Clear,0,18,18,registered
358,Spring,2011,Des,0,Saturday,0,Clear,155,856,1011,Non Active,Spring,2011,Jan,9,0,Sunday,0,Clear,3,29,32,registered
359,Spring,2011,Des,0,Sunday,0,Clear,303,451,754,Non Active,Spring,2011,Jan,10,0,Sunday,0,Clear,8,71,79,registered
360,Spring,2011,Des,1,Monday,0,Clear,430,887,1317,Non Active,Spring,2011,Jan,11,0,Sunday,0,Clear,23,70,93,registered
361,Spring,2011,Des,0,Tuesday,1,Misty,103,1059,1162,Non Active,Spring,2011,Jan,12,0,Sunday,0,Clear,29,75,104,registered
362,Spring,2011,Des,0,Wednesday,1,Clear,255,2047,2302,Non Active,Spring,2011,Jan,13,0,Sunday,0,Clear,23,95,118,registered
363,Spring,2011,Des,0,Thursday,1,Clear,254,2169,2423,Non Active,Spring,2011,Jan,14,0,Sunday,0,Clear,22,69,91,registered
364,Spring,2011,Des,0,Friday,1,Clear,491,2508,2999,Non Active,Spring,2011,Jan,15,0,Sunday,0,Clear,35,78,113,registered
365,Spring,2011,Des,0,Saturday,0,Clear,665,1820,2485,Non Active,Spring,2011,Jan,16,0,Sunday,0,Clear,22,77,99,registered
366,Spring,2012,Jan,0,Sunday,0,Clear,686,1608,2294,Non Active,Spring,2011,Jan,17,0,Sunday,0,Clear,23,82,105,registered
367,Spring,2012,Jan,1,Monday,0,Clear,244,1707,1951,Non Active,Spring,2011,Jan,18,0,Sunday,0,Clear,11,56,67,registered
368,Spring,2012,Jan,0,Tuesday,1,Clear,89,2147,2236,Non Active,Spring,2011,Jan,19,0,Sunday,0,Clear,14,47,61,registered
369,Spring,2012,Jan,0,Wednesday,1,Misty,95,2273,2368,Non Active,Spring,2011,Jan,20,0,Sunday,0,Clear,7,50,57,registered
370,Spring,2012,Jan,0,Thursday,1,Clear,140,3132,3272,Non Active,Spring,2011,Jan,21,0,Sunday,0,Clear,6,22,28,registered
371,Spring,2012,Jan,0,Friday,1,Clear,307,3791,4098,Non Active,Spring,2011,Jan,22,0,Sunday,0,Misty,2,19,21,registered
